,from_aggr_zone,to_aggr_zone,product_group,year,amount_tons
9051,Trøndelag,Finnmark,Break bulk (fast),2030,7794.119630757755
9052,Trøndelag,Finnmark,Break bulk (fast),2040,9962.412659924514
9053,Trøndelag,Finnmark,Break bulk (fast),2050,11625.381100048897
9054,Trøndelag,Finnmark,Break bulk (slow),2018,20906.81408373286
9055,Trøndelag,Finnmark,Break bulk (slow),2020,20213.168509204956
9056,Trøndelag,Finnmark,Break bulk (slow),2025,23082.422676770937
9057,Trøndelag,Finnmark,Break bulk (slow),2030,26406.28034802945
9058,Trøndelag,Finnmark,Break bulk (slow),2040,27745.21511139667
9059,Trøndelag,Finnmark,Break bulk (slow),2050,30164.968397379227
9060,Trøndelag,Finnmark,Container (fast),2018,2114.7267497354346
9061,Trøndelag,Finnmark,Container (fast),2020,1910.7037732124
9062,Trøndelag,Finnmark,Container (fast),2025,2014.2535260141087
9063,Trøndelag,Finnmark,Container (fast),2030,2134.6745763907184
9064,Trøndelag,Finnmark,Container (fast),2040,2357.56305862442
9065,Trøndelag,Finnmark,Container (fast),2050,2446.432221757766
9066,Trøndelag,Finnmark,Container (slow),2018,6169.598004646408
9067,Trøndelag,Finnmark,Container (slow),2020,5654.503856906767
9068,Trøndelag,Finnmark,Container (slow),2025,6180.272402148764
9069,Trøndelag,Finnmark,Container (slow),2030,6773.074425302849
9070,Trøndelag,Finnmark,Container (slow),2040,7685.054046045801
9071,Trøndelag,Finnmark,Container (slow),2050,8357.536303466673
9072,Trøndelag,Finnmark,Dry bulk,2018,1847.9134570063645
9073,Trøndelag,Finnmark,Dry bulk,2020,1828.3428208223388
9074,Trøndelag,Finnmark,Dry bulk,2025,2198.6676771863126
9075,Trøndelag,Finnmark,Dry bulk,2030,2660.1753538252133
9076,Trøndelag,Finnmark,Dry bulk,2040,3450.764100936142
9077,Trøndelag,Finnmark,Dry bulk,2050,3644.5911958371444
9078,Trøndelag,Finnmark,Liquid bulk,2018,220.1409477855093
9079,Trøndelag,Finnmark,Liquid bulk,2020,217.03863210798343
9080,Trøndelag,Finnmark,Liquid bulk,2025,243.66969875745374
9081,Trøndelag,Finnmark,Liquid bulk,2030,274.176231048664
9082,Trøndelag,Finnmark,Liquid bulk,2040,283.07232092766134
9083,Trøndelag,Finnmark,Liquid bulk,2050,307.1206372178122
9084,Trøndelag,Finnmark,Neo bulk,2018,7669.280682501191
9085,Trøndelag,Finnmark,Neo bulk,2020,7598.465673943846
9086,Trøndelag,Finnmark,Neo bulk,2025,8550.23660931066
9087,Trøndelag,Finnmark,Neo bulk,2030,9648.157346016917
9088,Trøndelag,Finnmark,Neo bulk,2040,10229.762484139472
9089,Trøndelag,Finnmark,Neo bulk,2050,10869.414927640193
9090,Trøndelag,Hordaland,Break bulk (fast),2018,92394.879303827
9091,Trøndelag,Hordaland,Break bulk (fast),2020,88234.45820611529
9092,Trøndelag,Hordaland,Break bulk (fast),2025,104265.35125325089
9093,Trøndelag,Hordaland,Break bulk (fast),2030,123229.19385474312
9094,Trøndelag,Hordaland,Break bulk (fast),2040,153916.18519467226
9095,Trøndelag,Hordaland,Break bulk (fast),2050,185296.45230210538
9096,Trøndelag,Hordaland,Break bulk (slow),2018,29147.51904609903
9097,Trøndelag,Hordaland,Break bulk (slow),2020,28807.78673602244
9098,Trøndelag,Hordaland,Break bulk (slow),2025,34177.55091188681
9099,Trøndelag,Hordaland,Break bulk (slow),2030,40625.22988870859
9100,Trøndelag,Hordaland,Break bulk (slow),2040,42765.933997412
9101,Trøndelag,Hordaland,Break bulk (slow),2050,48814.311225072954
9102,Trøndelag,Hordaland,Container (fast),2018,2942.1153298213367
9103,Trøndelag,Hordaland,Container (fast),2020,2796.8351898135033
9104,Trøndelag,Hordaland,Container (fast),2025,3279.465017255803
9105,Trøndelag,Hordaland,Container (fast),2030,3847.4044048420833
9106,Trøndelag,Hordaland,Container (fast),2040,4754.132010623648
9107,Trøndelag,Hordaland,Container (fast),2050,5746.213796542089
9108,Trøndelag,Hordaland,Container (slow),2018,13644.747915187523
9109,Trøndelag,Hordaland,Container (slow),2020,12869.62225123539
9110,Trøndelag,Hordaland,Container (slow),2025,14808.638401880418
9111,Trøndelag,Hordaland,Container (slow),2030,17054.357141352735
9112,Trøndelag,Hordaland,Container (slow),2040,20255.41852042966
9113,Trøndelag,Hordaland,Container (slow),2050,24200.945481197126
9114,Trøndelag,Hordaland,Dry bulk,2018,53033.285902170916
9115,Trøndelag,Hordaland,Dry bulk,2020,52267.890627041306
9116,Trøndelag,Hordaland,Dry bulk,2025,58492.89817265437
9117,Trøndelag,Hordaland,Dry bulk,2030,65700.80559968243
9118,Trøndelag,Hordaland,Dry bulk,2040,66080.27988532175
9119,Trøndelag,Hordaland,Dry bulk,2050,72251.21427041004
9120,Trøndelag,Hordaland,Liquid bulk,2018,8080.614846553476
9121,Trøndelag,Hordaland,Liquid bulk,2020,8308.990976555771
9122,Trøndelag,Hordaland,Liquid bulk,2025,8672.720703250397
9123,Trøndelag,Hordaland,Liquid bulk,2030,9160.218225004499
9124,Trøndelag,Hordaland,Liquid bulk,2040,8832.61755827167
9125,Trøndelag,Hordaland,Liquid bulk,2050,9191.996693423975
9126,Trøndelag,Hordaland,Neo bulk,2018,23819.877836257187
9127,Trøndelag,Hordaland,Neo bulk,2020,23896.955148988327
9128,Trøndelag,Hordaland,Neo bulk,2025,27729.410339978047
9129,Trøndelag,Hordaland,Neo bulk,2030,32195.683849270732
9130,Trøndelag,Hordaland,Neo bulk,2040,34893.13308071243
9131,Trøndelag,Hordaland,Neo bulk,2050,40074.11944870698
9132,Trøndelag,Innlandet,Break bulk (fast),2018,39930.11781953761
9133,Trøndelag,Innlandet,Break bulk (fast),2020,37604.705847189754
9134,Trøndelag,Innlandet,Break bulk (fast),2025,42706.80763390078
9135,Trøndelag,Innlandet,Break bulk (fast),2030,48580.46065868506
9136,Trøndelag,Innlandet,Break bulk (fast),2040,54322.18836599894
9137,Trøndelag,Innlandet,Break bulk (fast),2050,59544.00882593831
9138,Trøndelag,Innlandet,Break bulk (slow),2018,49465.74851424569
9139,Trøndelag,Innlandet,Break bulk (slow),2020,48240.25836941159
9140,Trøndelag,Innlandet,Break bulk (slow),2025,56191.0501660942
9141,Trøndelag,Innlandet,Break bulk (slow),2030,65588.1101711394
9142,Trøndelag,Innlandet,Break bulk (slow),2040,68428.91304955666
9143,Trøndelag,Innlandet,Break bulk (slow),2050,73679.34208728104
9144,Trøndelag,Innlandet,Container (fast),2018,15463.577403676358
9145,Trøndelag,Innlandet,Container (fast),2020,14087.840022806313
9146,Trøndelag,Innlandet,Container (fast),2025,15048.59194153015
9147,Trøndelag,Innlandet,Container (fast),2030,16097.747220477375
9148,Trøndelag,Innlandet,Container (fast),2040,17547.928531343827
9149,Trøndelag,Innlandet,Container (fast),2050,17294.86872725434
9150,Trøndelag,Innlandet,Container (slow),2018,6183.1089926606155
9151,Trøndelag,Innlandet,Container (slow),2020,5731.139315722314
9152,Trøndelag,Innlandet,Container (slow),2025,6498.662994940873
9153,Trøndelag,Innlandet,Container (slow),2030,7377.556217079395
9154,Trøndelag,Innlandet,Container (slow),2040,9044.72079584719
9155,Trøndelag,Innlandet,Container (slow),2050,9872.22635669589
9156,Trøndelag,Innlandet,Dry bulk,2018,58491.369214950006
9157,Trøndelag,Innlandet,Dry bulk,2020,56336.087697152245
9158,Trøndelag,Innlandet,Dry bulk,2025,66030.60377352819
9159,Trøndelag,Innlandet,Dry bulk,2030,77459.27558884732
9160,Trøndelag,Innlandet,Dry bulk,2040,90714.51304939839
9161,Trøndelag,Innlandet,Dry bulk,2050,100606.68277816786
9162,Trøndelag,Innlandet,Liquid bulk,2018,28923.49731067729
9163,Trøndelag,Innlandet,Liquid bulk,2020,29085.245639880137
9164,Trøndelag,Innlandet,Liquid bulk,2025,29393.7894856164
9165,Trøndelag,Innlandet,Liquid bulk,2030,30015.969522160416
9166,Trøndelag,Innlandet,Liquid bulk,2040,27130.062765105646
9167,Trøndelag,Innlandet,Liquid bulk,2050,25158.311323505655
9168,Trøndelag,Innlandet,Neo bulk,2018,22427.552208544796
9169,Trøndelag,Innlandet,Neo bulk,2020,22554.992344520317
9170,Trøndelag,Innlandet,Neo bulk,2025,25816.15094879426
9171,Trøndelag,Innlandet,Neo bulk,2030,29584.326148921762
9172,Trøndelag,Innlandet,Neo bulk,2040,31517.33243911892
9173,Trøndelag,Innlandet,Neo bulk,2050,34029.677425973416
9174,Trøndelag,Møre og Romsdal,Break bulk (fast),2018,152052.42137812602
9175,Trøndelag,Møre og Romsdal,Break bulk (fast),2020,142195.0162731445
9176,Trøndelag,Møre og Romsdal,Break bulk (fast),2025,163256.79281916804
9177,Trøndelag,Møre og Romsdal,Break bulk (fast),2030,187611.36419557885
9178,Trøndelag,Møre og Romsdal,Break bulk (fast),2040,222679.80538596772
9179,Trøndelag,Møre og Romsdal,Break bulk (fast),2050,260972.307221289
9180,Trøndelag,Møre og Romsdal,Break bulk (slow),2018,82270.08242214684
9181,Trøndelag,Møre og Romsdal,Break bulk (slow),2020,79997.99213193508
9182,Trøndelag,Møre og Romsdal,Break bulk (slow),2025,95711.80440014777
9183,Trøndelag,Møre og Romsdal,Break bulk (slow),2030,114736.02152528804
9184,Trøndelag,Møre og Romsdal,Break bulk (slow),2040,118123.34515033482
9185,Trøndelag,Møre og Romsdal,Break bulk (slow),2050,132238.646152112
9186,Trøndelag,Møre og Romsdal,Container (fast),2018,74122.77501332275
9187,Trøndelag,Møre og Romsdal,Container (fast),2020,68752.82269839833
9188,Trøndelag,Møre og Romsdal,Container (fast),2025,77848.08072829884
9189,Trøndelag,Møre og Romsdal,Container (fast),2030,88232.99345261617
9190,Trøndelag,Møre og Romsdal,Container (fast),2040,102432.5271570522
9191,Trøndelag,Møre og Romsdal,Container (fast),2050,117523.0729185453
9192,Trøndelag,Møre og Romsdal,Container (slow),2018,38279.70178515239
9193,Trøndelag,Møre og Romsdal,Container (slow),2020,34849.5420535491
9194,Trøndelag,Møre og Romsdal,Container (slow),2025,36403.57034499596
9195,Trøndelag,Møre og Romsdal,Container (slow),2030,38254.47469178028
9196,Trøndelag,Møre og Romsdal,Container (slow),2040,39342.98227500612
9197,Trøndelag,Møre og Romsdal,Container (slow),2050,41515.420802182955
9198,Trøndelag,Møre og Romsdal,Dry bulk,2018,188813.10789759795
9199,Trøndelag,Møre og Romsdal,Dry bulk,2020,182282.44397078827
9200,Trøndelag,Møre og Romsdal,Dry bulk,2025,210432.54118118196
9201,Trøndelag,Møre og Romsdal,Dry bulk,2030,243472.71120783946
9202,Trøndelag,Møre og Romsdal,Dry bulk,2040,243396.23393724806
9203,Trøndelag,Møre og Romsdal,Dry bulk,2050,265718.18239433493
9204,Trøndelag,Møre og Romsdal,Liquid bulk,2018,49922.73264992574
9205,Trøndelag,Møre og Romsdal,Liquid bulk,2020,51404.68032310693
9206,Trøndelag,Møre og Romsdal,Liquid bulk,2025,49648.97773055118
9207,Trøndelag,Møre og Romsdal,Liquid bulk,2030,48236.745991761585
9208,Trøndelag,Møre og Romsdal,Liquid bulk,2040,40283.61036732811
9209,Trøndelag,Møre og Romsdal,Liquid bulk,2050,36393.45089819396
9210,Trøndelag,Møre og Romsdal,Neo bulk,2018,52006.630201912805
9211,Trøndelag,Møre og Romsdal,Neo bulk,2020,51719.427889663464
9212,Trøndelag,Møre og Romsdal,Neo bulk,2025,58386.45242017114
9213,Trøndelag,Møre og Romsdal,Neo bulk,2030,66206.82575448955
9214,Trøndelag,Møre og Romsdal,Neo bulk,2040,68701.15880095627
9215,Trøndelag,Møre og Romsdal,Neo bulk,2050,75370.4827142607
9216,Trøndelag,Nordland,Break bulk (fast),2018,199932.82021024998
9217,Trøndelag,Nordland,Break bulk (fast),2020,187978.30103337922
9218,Trøndelag,Nordland,Break bulk (fast),2025,215949.40557913392
9219,Trøndelag,Nordland,Break bulk (fast),2030,248536.09921973047
9220,Trøndelag,Nordland,Break bulk (fast),2040,300318.5187178852
9221,Trøndelag,Nordland,Break bulk (fast),2050,341362.4801287782
9222,Trøndelag,Nordland,Break bulk (slow),2018,150919.4532945671
9223,Trøndelag,Nordland,Break bulk (slow),2020,142877.1042166951
9224,Trøndelag,Nordland,Break bulk (slow),2025,167775.60239500043
9225,Trøndelag,Nordland,Break bulk (slow),2030,199285.5611198564
9226,Trøndelag,Nordland,Break bulk (slow),2040,208663.36121932644
9227,Trøndelag,Nordland,Break bulk (slow),2050,217313.78640748042
9228,Trøndelag,Nordland,Container (fast),2018,16837.3728313118
9229,Trøndelag,Nordland,Container (fast),2020,15263.506373770206
9230,Trøndelag,Nordland,Container (fast),2025,15813.014031188743
9231,Trøndelag,Nordland,Container (fast),2030,16491.32860911662
9232,Trøndelag,Nordland,Container (fast),2040,17417.428351810708
9233,Trøndelag,Nordland,Container (fast),2050,17510.01737958572
9234,Trøndelag,Nordland,Container (slow),2018,19308.28425203852
9235,Trøndelag,Nordland,Container (slow),2020,17959.15827801697
9236,Trøndelag,Nordland,Container (slow),2025,19945.95469696264
9237,Trøndelag,Nordland,Container (slow),2030,22185.876162324304
9238,Trøndelag,Nordland,Container (slow),2040,25751.909897455094
9239,Trøndelag,Nordland,Container (slow),2050,27889.160993804187
9240,Trøndelag,Nordland,Dry bulk,2018,369680.7618593375
9241,Trøndelag,Nordland,Dry bulk,2020,359166.4421104808
9242,Trøndelag,Nordland,Dry bulk,2025,409419.0755661623
9243,Trøndelag,Nordland,Dry bulk,2030,467555.1539369666
9244,Trøndelag,Nordland,Dry bulk,2040,480923.3002177147
9245,Trøndelag,Nordland,Dry bulk,2050,508219.0070473376
9246,Trøndelag,Nordland,Liquid bulk,2018,93311.03514609052
9247,Trøndelag,Nordland,Liquid bulk,2020,96675.23307456855
9248,Trøndelag,Nordland,Liquid bulk,2025,94277.26080443656
9249,Trøndelag,Nordland,Liquid bulk,2030,92276.35787124789
9250,Trøndelag,Nordland,Liquid bulk,2040,82166.30628351825
9251,Trøndelag,Nordland,Liquid bulk,2050,68847.22039042284
9252,Trøndelag,Nordland,Neo bulk,2018,69795.78596270223
9253,Trøndelag,Nordland,Neo bulk,2020,69924.60509891705
9254,Trøndelag,Nordland,Neo bulk,2025,80368.90033037086
9255,Trøndelag,Nordland,Neo bulk,2030,92446.69098213897
9256,Trøndelag,Nordland,Neo bulk,2040,99484.48806260915
9257,Trøndelag,Nordland,Neo bulk,2050,109304.31548266992
9258,Trøndelag,North Sweden,Break bulk (fast),2018,11.77118878326404
9259,Trøndelag,North Sweden,Break bulk (fast),2020,10.630648933768828
9260,Trøndelag,North Sweden,Break bulk (fast),2025,11.916232449621159
9261,Trøndelag,North Sweden,Break bulk (fast),2030,13.40498776257724
9262,Trøndelag,North Sweden,Break bulk (fast),2040,15.18490128596579
9263,Trøndelag,North Sweden,Break bulk (fast),2050,17.7260176302594
9264,Trøndelag,North Sweden,Break bulk (slow),2018,859.1713556142314
9265,Trøndelag,North Sweden,Break bulk (slow),2020,782.165497876344
9266,Trøndelag,North Sweden,Break bulk (slow),2025,899.0905420777891
9267,Trøndelag,North Sweden,Break bulk (slow),2030,1037.3203699831251
9268,Trøndelag,North Sweden,Break bulk (slow),2040,1223.8375879683797
9269,Trøndelag,North Sweden,Break bulk (slow),2050,1490.720880100423
9270,Trøndelag,North Sweden,Container (fast),2018,477.1924173733792
9271,Trøndelag,North Sweden,Container (fast),2020,436.2013444196796
9272,Trøndelag,North Sweden,Container (fast),2025,510.6268683945735
9273,Trøndelag,North Sweden,Container (fast),2030,597.7796151884854
9274,Trøndelag,North Sweden,Container (fast),2040,694.1665276468071
9275,Trøndelag,North Sweden,Container (fast),2050,839.2549652361512
9276,Trøndelag,North Sweden,Container (slow),2018,163.13104646179704
9277,Trøndelag,North Sweden,Container (slow),2020,149.41094567727708
9278,Trøndelag,North Sweden,Container (slow),2025,175.02640563222772
9279,Trøndelag,North Sweden,Container (slow),2030,205.28177200060944
9280,Trøndelag,North Sweden,Container (slow),2040,246.70147697521563
9281,Trøndelag,North Sweden,Container (slow),2050,305.0627384636041
9282,Trøndelag,North Sweden,Dry bulk,2018,93452.707213851
9283,Trøndelag,North Sweden,Dry bulk,2020,85668.75621026159
9284,Trøndelag,North Sweden,Dry bulk,2025,100567.91332977034
9285,Trøndelag,North Sweden,Dry bulk,2030,118122.22592684308
9286,Trøndelag,North Sweden,Dry bulk,2040,141693.05440503775
9287,Trøndelag,North Sweden,Dry bulk,2050,175207.60024605205
9288,Trøndelag,North Sweden,Liquid bulk,2018,1029.530704377688
9289,Trøndelag,North Sweden,Liquid bulk,2020,907.492431256887
9290,Trøndelag,North Sweden,Liquid bulk,2025,943.297018573924
9291,Trøndelag,North Sweden,Liquid bulk,2030,983.42162470833
9292,Trøndelag,North Sweden,Liquid bulk,2040,996.599378411104
9293,Trøndelag,North Sweden,Liquid bulk,2050,1026.055527943105
9294,Trøndelag,North Sweden,Neo bulk,2018,4485.263583639915
9295,Trøndelag,North Sweden,Neo bulk,2020,4106.046797809528
9296,Trøndelag,North Sweden,Neo bulk,2025,4797.26768229289
9297,Trøndelag,North Sweden,Neo bulk,2030,5604.968535333783
9298,Trøndelag,North Sweden,Neo bulk,2040,6698.077566057944
9299,Trøndelag,North Sweden,Neo bulk,2050,8266.99492038883
9300,Trøndelag,Rogaland,Break bulk (fast),2018,69706.52263314123
9301,Trøndelag,Rogaland,Break bulk (fast),2020,66138.53129335857
9302,Trøndelag,Rogaland,Break bulk (fast),2025,76393.35553339423
9303,Trøndelag,Rogaland,Break bulk (fast),2030,88280.00391229993
9304,Trøndelag,Rogaland,Break bulk (fast),2040,101909.39591417709
9305,Trøndelag,Rogaland,Break bulk (fast),2050,121332.97174446861
9306,Trøndelag,Rogaland,Break bulk (slow),2018,50701.71431467006
9307,Trøndelag,Rogaland,Break bulk (slow),2020,49571.46876670437
9308,Trøndelag,Rogaland,Break bulk (slow),2025,57642.46949021112
9309,Trøndelag,Rogaland,Break bulk (slow),2030,67285.84310864414
9310,Trøndelag,Rogaland,Break bulk (slow),2040,66678.7250107019
9311,Trøndelag,Rogaland,Break bulk (slow),2050,73638.11275453624
9312,Trøndelag,Rogaland,Container (fast),2018,829.7518288982001
9313,Trøndelag,Rogaland,Container (fast),2020,769.3490812382125
9314,Trøndelag,Rogaland,Container (fast),2025,844.5716119235981
9315,Trøndelag,Rogaland,Container (fast),2030,927.3710748451244
9316,Trøndelag,Rogaland,Container (fast),2040,1006.9197200585826
9317,Trøndelag,Rogaland,Container (fast),2050,1190.450141452807
9318,Trøndelag,Rogaland,Container (slow),2018,9073.793753021695
9319,Trøndelag,Rogaland,Container (slow),2020,8604.287206875797
9320,Trøndelag,Rogaland,Container (slow),2025,9969.172921321291
9321,Trøndelag,Rogaland,Container (slow),2030,11570.766867986853
9322,Trøndelag,Rogaland,Container (slow),2040,13716.000671221325
9323,Trøndelag,Rogaland,Container (slow),2050,16240.598124169384
9324,Trøndelag,Rogaland,Dry bulk,2018,106680.71784074958
9325,Trøndelag,Rogaland,Dry bulk,2020,104471.43787679957
9326,Trøndelag,Rogaland,Dry bulk,2025,114044.54121029378
9327,Trøndelag,Rogaland,Dry bulk,2030,124644.61375726703
9328,Trøndelag,Rogaland,Dry bulk,2040,121268.19253132946
9329,Trøndelag,Rogaland,Dry bulk,2050,126364.78054039805
9330,Trøndelag,Rogaland,Liquid bulk,2018,3875.294839060704
9331,Trøndelag,Rogaland,Liquid bulk,2020,3931.3974264882136
9332,Trøndelag,Rogaland,Liquid bulk,2025,3805.957298659027
9333,Trøndelag,Rogaland,Liquid bulk,2030,3729.8517056658343
9334,Trøndelag,Rogaland,Liquid bulk,2040,3087.1168447539294
9335,Trøndelag,Rogaland,Liquid bulk,2050,2907.3583349273304
9336,Trøndelag,Rogaland,Neo bulk,2018,14696.682414196057
9337,Trøndelag,Rogaland,Neo bulk,2020,14657.132734459527
9338,Trøndelag,Rogaland,Neo bulk,2025,16709.093540309303
9339,Trøndelag,Rogaland,Neo bulk,2030,19103.044742382837
9340,Trøndelag,Rogaland,Neo bulk,2040,20024.42277380281
9341,Trøndelag,Rogaland,Neo bulk,2050,22369.236896669576
9342,Trøndelag,Sogn og Fjordane,Break bulk (fast),2018,9674.079213035746
9343,Trøndelag,Sogn og Fjordane,Break bulk (fast),2020,9177.203728273034
9344,Trøndelag,Sogn og Fjordane,Break bulk (fast),2025,10680.911320482755
9345,Trøndelag,Sogn og Fjordane,Break bulk (fast),2030,12446.086396652632
9346,Trøndelag,Sogn og Fjordane,Break bulk (fast),2040,14869.3800168924
9347,Trøndelag,Sogn og Fjordane,Break bulk (fast),2050,16807.987160595305
9348,Trøndelag,Sogn og Fjordane,Break bulk (slow),2018,10835.567410954895
9349,Trøndelag,Sogn og Fjordane,Break bulk (slow),2020,10736.105239871218
9350,Trøndelag,Sogn og Fjordane,Break bulk (slow),2025,12324.686368043278
9351,Trøndelag,Sogn og Fjordane,Break bulk (slow),2030,14174.760401371734
9352,Trøndelag,Sogn og Fjordane,Break bulk (slow),2040,15301.530771035425
9353,Trøndelag,Sogn og Fjordane,Break bulk (slow),2050,16582.590643372838
9354,Trøndelag,Sogn og Fjordane,Container (fast),2018,15436.269862932659
9355,Trøndelag,Sogn og Fjordane,Container (fast),2020,13798.247270855383
9356,Trøndelag,Sogn og Fjordane,Container (fast),2025,13999.322511325867
9357,Trøndelag,Sogn og Fjordane,Container (fast),2030,14292.349127149826
9358,Trøndelag,Sogn og Fjordane,Container (fast),2040,14556.329608050037
9359,Trøndelag,Sogn og Fjordane,Container (fast),2050,14269.59228554708
9360,Trøndelag,Sogn og Fjordane,Container (slow),2018,5813.231630550091
9361,Trøndelag,Sogn og Fjordane,Container (slow),2020,5360.817257187791
9362,Trøndelag,Sogn og Fjordane,Container (slow),2025,5996.406270148012
9363,Trøndelag,Sogn og Fjordane,Container (slow),2030,6729.320932266906
9364,Trøndelag,Sogn og Fjordane,Container (slow),2040,8003.127159089414
9365,Trøndelag,Sogn og Fjordane,Container (slow),2050,8950.709715993416
9366,Trøndelag,Sogn og Fjordane,Dry bulk,2018,66230.08268582847
9367,Trøndelag,Sogn og Fjordane,Dry bulk,2020,64342.61841080178
9368,Trøndelag,Sogn og Fjordane,Dry bulk,2025,74886.4320973007
9369,Trøndelag,Sogn og Fjordane,Dry bulk,2030,87310.86384350437
9370,Trøndelag,Sogn og Fjordane,Dry bulk,2040,93062.53569762169
9371,Trøndelag,Sogn og Fjordane,Dry bulk,2050,98601.80492340428
9372,Trøndelag,Sogn og Fjordane,Liquid bulk,2018,9394.565583246178
9373,Trøndelag,Sogn og Fjordane,Liquid bulk,2020,9565.212584551968
9374,Trøndelag,Sogn og Fjordane,Liquid bulk,2025,8901.912953121266
9375,Trøndelag,Sogn og Fjordane,Liquid bulk,2030,8301.716442453197
9376,Trøndelag,Sogn og Fjordane,Liquid bulk,2040,6587.480317732411
9377,Trøndelag,Sogn og Fjordane,Liquid bulk,2050,5318.4502621247175
9378,Trøndelag,Sogn og Fjordane,Neo bulk,2018,6831.427329430501
9379,Trøndelag,Sogn og Fjordane,Neo bulk,2020,6679.431936450329
9380,Trøndelag,Sogn og Fjordane,Neo bulk,2025,7403.745010272561
9381,Trøndelag,Sogn og Fjordane,Neo bulk,2030,8209.51306966174
9382,Trøndelag,Sogn og Fjordane,Neo bulk,2040,8074.381891355376
9383,Trøndelag,Sogn og Fjordane,Neo bulk,2050,8746.743598223233
9384,Trøndelag,South Sweden,Break bulk (fast),2018,7556.705933750943
9385,Trøndelag,South Sweden,Break bulk (fast),2020,6949.419156620702
9386,Trøndelag,South Sweden,Break bulk (fast),2025,8239.839986873396
9387,Trøndelag,South Sweden,Break bulk (fast),2030,9779.032192392993
9388,Trøndelag,South Sweden,Break bulk (fast),2040,11955.341423117474
9389,Trøndelag,South Sweden,Break bulk (fast),2050,15007.838559764414
9390,Trøndelag,South Sweden,Break bulk (slow),2018,2357.5647873974017
9391,Trøndelag,South Sweden,Break bulk (slow),2020,2135.261821142676
9392,Trøndelag,South Sweden,Break bulk (slow),2025,2418.0672171004976
9393,Trøndelag,South Sweden,Break bulk (slow),2030,2748.6266420451448
9394,Trøndelag,South Sweden,Break bulk (slow),2040,3165.612062533187
9395,Trøndelag,South Sweden,Break bulk (slow),2050,3761.3989997482736
9396,Trøndelag,South Sweden,Container (fast),2018,5917.548868599048
9397,Trøndelag,South Sweden,Container (fast),2020,5408.446472594381
9398,Trøndelag,South Sweden,Container (fast),2025,6322.555430902428
9399,Trøndelag,South Sweden,Container (fast),2030,7391.659314504398
9400,Trøndelag,South Sweden,Container (fast),2040,8614.121905945512
9401,Trøndelag,South Sweden,Container (fast),2050,10407.868026024278
9402,Trøndelag,South Sweden,Container (slow),2018,5258.184469022124
9403,Trøndelag,South Sweden,Container (slow),2020,4815.1465060525525
9404,Trøndelag,South Sweden,Container (slow),2025,5633.787574880147
9405,Trøndelag,South Sweden,Container (slow),2030,6594.159941791803
9406,Trøndelag,South Sweden,Container (slow),2040,7916.220716074879
9407,Trøndelag,South Sweden,Container (slow),2050,9752.994592948971
9408,Trøndelag,South Sweden,Dry bulk,2018,36626.369053388975
9409,Trøndelag,South Sweden,Dry bulk,2020,33011.759836434256
9410,Trøndelag,South Sweden,Dry bulk,2025,36997.42032233159
9411,Trøndelag,South Sweden,Dry bulk,2030,41529.653091548906
9412,Trøndelag,South Sweden,Dry bulk,2040,44929.53196486049
9413,Trøndelag,South Sweden,Dry bulk,2050,50392.582025742464
9414,Trøndelag,South Sweden,Liquid bulk,2018,489.57981910751533
9415,Trøndelag,South Sweden,Liquid bulk,2020,448.28853197840647
9416,Trøndelag,South Sweden,Liquid bulk,2025,524.4233782456134
9417,Trøndelag,South Sweden,Liquid bulk,2030,613.8330002141579
9418,Trøndelag,South Sweden,Liquid bulk,2040,736.296434177246
9419,Trøndelag,South Sweden,Liquid bulk,2050,910.1653162158915
9420,Trøndelag,South Sweden,Neo bulk,2018,8352.766228366663
9421,Trøndelag,South Sweden,Neo bulk,2020,7645.6078212862
9422,Trøndelag,South Sweden,Neo bulk,2025,8931.82338766659
9423,Trøndelag,South Sweden,Neo bulk,2030,10443.278380394462
9424,Trøndelag,South Sweden,Neo bulk,2040,12491.050922309476
9425,Trøndelag,South Sweden,Neo bulk,2050,15404.875700785402
9426,Trøndelag,Troms,Break bulk (fast),2018,47781.881555436594
9427,Trøndelag,Troms,Break bulk (fast),2020,45016.42244033152
9428,Trøndelag,Troms,Break bulk (fast),2025,52103.48993858582
9429,Trøndelag,Troms,Break bulk (fast),2030,60362.55604725192
9430,Trøndelag,Troms,Break bulk (fast),2040,74224.47924908724
9431,Trøndelag,Troms,Break bulk (fast),2050,85723.89333642468
9432,Trøndelag,Troms,Break bulk (slow),2018,40115.98142280755
9433,Trøndelag,Troms,Break bulk (slow),2020,39326.62240067329
9434,Trøndelag,Troms,Break bulk (slow),2025,45863.86483521335
9435,Trøndelag,Troms,Break bulk (slow),2030,53607.47431830742
9436,Trøndelag,Troms,Break bulk (slow),2040,55519.731055093354
9437,Trøndelag,Troms,Break bulk (slow),2050,59712.44642240933
9438,Trøndelag,Troms,Container (fast),2018,14206.229823725684
9439,Trøndelag,Troms,Container (fast),2020,12967.007356951093
9440,Trøndelag,Troms,Container (fast),2025,13394.809979523872
9441,Trøndelag,Troms,Container (fast),2030,13845.21399200675
9442,Trøndelag,Troms,Container (fast),2040,14565.081910733763
9443,Trøndelag,Troms,Container (fast),2050,13634.880466397826
9444,Trøndelag,Troms,Container (slow),2018,34416.31903245008
9445,Trøndelag,Troms,Container (slow),2020,32520.927756471705
9446,Trøndelag,Troms,Container (slow),2025,37663.1883703804
