,paths
2338,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
2339,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Rail', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
2340,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1)]"
2341,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1)]"
2342,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Bergen', 'Road', 1)]"
2343,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Bergen', 'Rail', 1)]"
2344,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Skien', 'Road', 1)]"
2345,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Road', 1)]"
2346,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
2347,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Sør-Sverige', 'Road', 1)]"
2348,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
2349,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1), ('Skien', 'Oslo', 'Road', 1), ('Oslo', 'Europa', 'Road', 1)]"
2350,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Skien', 'Road', 1), ('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Road', 1)]"
2351,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Ålesund', 'Road', 1)]"
2352,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
2353,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Road', 1)]"
2354,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1)]"
2355,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2)]"
2356,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Road', 1), ('Trondheim', 'Bodø', 'Road', 1)]"
2357,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
2358,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1)]"
2359,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Road', 1), ('Trondheim', 'Nord-Sverige', 'Road', 1)]"
2360,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Nord-Sverige', 'Rail', 1)]"
2361,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Nord-Sverige', 'Rail', 1)]"
2362,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Skien', 'Road', 1), ('Skien', 'Kristiansand', 'Road', 1)]"
2363,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Oslo', 'Road', 1), ('Oslo', 'Hamar', 'Road', 1), ('Hamar', 'Trondheim', 'Road', 1), ('Trondheim', 'Bodø', 'Road', 1), ('Bodø', 'Tromsø', 'Road', 1)]"
2364,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
2365,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Rail', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1), ('Bodø', 'Tromsø', 'Rail', 1)]"
2366,"[('Bergen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2367,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Bergen', 'Sea', 1)]"
2368,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Sea', 1)]"
2369,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Bergen', 'Sea', 1), ('Bergen', 'Ålesund', 'Sea', 1)]"
2370,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Bergen', 'Sea', 1), ('Bergen', 'Ålesund', 'Sea', 1), ('Ålesund', 'Trondheim', 'Sea', 1)]"
2371,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Bergen', 'Sea', 1), ('Bergen', 'Ålesund', 'Sea', 1), ('Ålesund', 'Trondheim', 'Sea', 1), ('Trondheim', 'Bodø', 'Sea', 1)]"
2372,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Bergen', 'Sea', 1), ('Bergen', 'Ålesund', 'Sea', 1), ('Ålesund', 'Trondheim', 'Sea', 1), ('Trondheim', 'Bodø', 'Sea', 1), ('Bodø', 'Tromsø', 'Sea', 1)]"
2373,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kontinentalsokkelen', 'Sea', 1)]"
2374,"[('Skien', 'Kristiansand', 'Road', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2375,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2376,"[('Ålesund', 'Bergen', 'Sea', 1), ('Bergen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2377,"[('Trondheim', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bergen', 'Sea', 1), ('Bergen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2378,"[('Bodø', 'Trondheim', 'Sea', 1), ('Trondheim', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bergen', 'Sea', 1), ('Bergen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2379,"[('Tromsø', 'Bodø', 'Sea', 1), ('Bodø', 'Trondheim', 'Sea', 1), ('Trondheim', 'Ålesund', 'Sea', 1), ('Ålesund', 'Bergen', 'Sea', 1), ('Bergen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2380,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2381,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Road', 1)]"
2382,"[('Bergen', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2383,"[('Bergen', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1)]"
2384,"[('Bergen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
2385,"[('Bergen', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kontinentalsokkelen', 'Sea', 1)]"
2386,"[('Bergen', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2387,"[('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2388,"[('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1)]"
2389,"[('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kontinentalsokkelen', 'Sea', 1)]"
2390,"[('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2391,"[('Sør-Sverige', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2392,"[('Sør-Sverige', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1)]"
2393,"[('Sør-Sverige', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kontinentalsokkelen', 'Sea', 1)]"
2394,"[('Sør-Sverige', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2395,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Bergen', 'Rail', 1)]"
2396,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
2397,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
2398,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
2399,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1)]"
2400,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2)]"
2401,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
2402,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Bodø', 'Rail', 1)]"
2403,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Nord-Sverige', 'Rail', 1)]"
2404,"[('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2), ('Trondheim', 'Nord-Sverige', 'Rail', 1)]"
2405,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Bergen', 'Rail', 1)]"
2406,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
2407,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
2408,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
2409,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1)]"
2410,"[('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2)]"
2411,"[('Ålesund', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Bergen', 'Sea', 1)]"
2412,"[('Ålesund', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2413,"[('Ålesund', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1)]"
2414,"[('Ålesund', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kontinentalsokkelen', 'Sea', 1)]"
2415,"[('Ålesund', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2416,"[('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2417,"[('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2418,"[('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1)]"
2419,"[('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1)]"
2420,"[('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kontinentalsokkelen', 'Sea', 1)]"
2421,"[('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kontinentalsokkelen', 'Sea', 1)]"
2422,"[('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2423,"[('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2424,"[('Bodø', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2425,"[('Bodø', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2426,"[('Bodø', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2427,"[('Bodø', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2428,"[('Nord-Sverige', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2429,"[('Nord-Sverige', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1)]"
2430,"[('Nord-Sverige', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 1), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2431,"[('Nord-Sverige', 'Trondheim', 'Rail', 1), ('Trondheim', 'Hamar', 'Rail', 2), ('Hamar', 'Oslo', 'Rail', 1), ('Oslo', 'Skien', 'Rail', 1), ('Skien', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Europa', 'Sea', 1), ('Europa', 'Verden', 'Sea', 1)]"
2432,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Bergen', 'Rail', 1)]"
2433,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
2434,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
2435,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
2436,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1)]"
2437,"[('Kontinentalsokkelen', 'Stavanger', 'Sea', 1), ('Stavanger', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2)]"
2438,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Bergen', 'Rail', 1)]"
2439,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1)]"
2440,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Sør-Sverige', 'Rail', 1)]"
2441,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Ålesund', 'Rail', 1)]"
2442,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1)]"
2443,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 2)]"
2444,"[('Verden', 'Europa', 'Sea', 1), ('Europa', 'Kristiansand', 'Sea', 1), ('Kristiansand', 'Skien', 'Sea', 1), ('Skien', 'Oslo', 'Rail', 1), ('Oslo', 'Hamar', 'Rail', 1), ('Hamar', 'Trondheim', 'Rail', 1), ('Trondheim', 'Bodø', 'Rail', 1)]"
